longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.170.000,37.710.000,38.000.000,890.000.000,200.000.000,481.000.000,198.000.000,3.244.000,179.800.000.000
-122.490.000,37.680.000,35.000.000,2.405.000.000,461.000.000,1.583.000.000,471.000.000,5.065.900,238.000.000.000
-121.300.000,37.980.000,39.000.000,3.375.000.000,659.000.000,1.388.000.000,631.000.000,2.636.400,93.800.000.000
-121.370.000,38.570.000,22.000.000,4.899.000.000,847.000.000,1.701.000.000,826.000.000,5.244.900,387.000.000.000
-122.080.000,37.610.000,6.000.000,2.605.000.000,474.000.000,1.568.000.000,433.000.000,5.040.600,261.400.000.000
-117.110.000,32.570.000,32.000.000,2.723.000.000,586.000.000,1.702.000.000,562.000.000,3.337.100,140.500.000.000
-122.090.000,37.400.000,22.000.000,1.489.000.000,436.000.000,662.000.000,470.000.000,3.517.900,197.200.000.000
-122.010.000,36.980.000,27.000.000,2.820.000.000,730.000.000,1.511.000.000,745.000.000,2.589.000,242.400.000.000
-118.250.000,34.000.000,36.000.000,1.033.000.000,267.000.000,1.112.000.000,229.000.000,1.723.700,105.800.000.000
-117.830.000,33.660.000,16.000.000,1.574.000.000,385.000.000,515.000.000,363.000.000,5.342.300,291.700.000.000
-121.960.000,37.740.000,2.000.000,200.000.000,20.000.000,25.000.000,9.000.000,15.000.100,350.000.000.000
-119.810.000,36.730.000,51.000.000,956.000.000,196.000.000,662.000.000,180.000.000,2.101.000,56.700.000.000
-118.620.000,34.060.000,25.000.000,3.546.000.000,584.000.000,1.530.000.000,601.000.000,7.400.100,500.001.000.000
-122.350.000,37.960.000,35.000.000,1.326.000.000,346.000.000,1.023.000.000,295.000.000,2.072.400,97.700.000.000
-119.060.000,36.100.000,21.000.000,1.344.000.000,249.000.000,868.000.000,221.000.000,2.589.300,63.600.000.000
-122.470.000,37.750.000,52.000.000,1.598.000.000,285.000.000,689.000.000,265.000.000,4.607.100,337.400.000.000
-122.540.000,37.900.000,41.000.000,3.170.000.000,622.000.000,1.091.000.000,528.000.000,3.781.300,389.200.000.000
-119.730.000,36.760.000,30.000.000,1.548.000.000,282.000.000,886.000.000,311.000.000,3.100.000,71.300.000.000
-122.030.000,36.960.000,40.000.000,584.000.000,126.000.000,316.000.000,139.000.000,3.593.800,243.500.000.000
-119.750.000,36.780.000,33.000.000,1.145.000.000,197.000.000,508.000.000,198.000.000,2.333.300,81.300.000.000
-117.300.000,33.060.000,24.000.000,2.171.000.000,511.000.000,870.000.000,442.000.000,3.194.000,276.300.000.000
-121.990.000,36.960.000,16.000.000,875.000.000,201.000.000,300.000.000,157.000.000,2.625.000,377.300.000.000
-120.730.000,39.630.000,17.000.000,1.791.000.000,356.000.000,432.000.000,190.000.000,3.882.600,92.400.000.000
-118.480.000,34.030.000,19.000.000,902.000.000,284.000.000,414.000.000,272.000.000,1.333.300,310.000.000.000
-118.220.000,33.950.000,36.000.000,1.679.000.000,483.000.000,2.249.000.000,487.000.000,2.816.700,160.400.000.000
-118.240.000,33.970.000,43.000.000,1.357.000.000,349.000.000,1.657.000.000,331.000.000,2.081.900,111.800.000.000
-117.820.000,35.030.000,30.000.000,2.555.000.000,510.000.000,1.347.000.000,467.000.000,3.369.300,71.800.000.000
-117.020.000,32.700.000,18.000.000,1.643.000.000,283.000.000,1.134.000.000,269.000.000,5.176.900,133.000.000.000
-122.350.000,37.940.000,47.000.000,1.275.000.000,275.000.000,844.000.000,273.000.000,2.896.700,95.600.000.000
-119.800.000,36.780.000,50.000.000,1.818.000.000,374.000.000,737.000.000,338.000.000,2.261.400,73.000.000.000
-122.190.000,37.480.000,38.000.000,1.300.000.000,269.000.000,608.000.000,292.000.000,4.556.800,286.900.000.000
-122.380.000,37.590.000,31.000.000,3.052.000.000,844.000.000,1.581.000.000,788.000.000,3.074.400,457.700.000.000
-122.150.000,37.750.000,44.000.000,1.938.000.000,399.000.000,946.000.000,331.000.000,3.225.000,135.800.000.000
-119.350.000,36.190.000,6.000.000,958.000.000,226.000.000,734.000.000,230.000.000,1.034.900,67.800.000.000
-120.450.000,34.950.000,7.000.000,1.479.000.000,532.000.000,1.057.000.000,459.000.000,2.253.800,162.500.000.000
-122.280.000,38.290.000,19.000.000,531.000.000,112.000.000,139.000.000,80.000.000,1.987.500,325.000.000.000
-122.260.000,37.840.000,49.000.000,713.000.000,202.000.000,462.000.000,189.000.000,1.025.000,118.800.000.000
-122.300.000,37.810.000,52.000.000,572.000.000,109.000.000,274.000.000,82.000.000,1.851.600,85.000.000.000
-118.220.000,33.900.000,22.000.000,312.000.000,107.000.000,583.000.000,119.000.000,1.942.300,98.400.000.000
-117.670.000,33.640.000,11.000.000,2.722.000.000,554.000.000,1.565.000.000,508.000.000,5.164.500,164.100.000.000
-122.020.000,37.010.000,20.000.000,1.005.000.000,138.000.000,345.000.000,129.000.000,10.096.800,500.001.000.000
-117.380.000,33.190.000,17.000.000,353.000.000,112.000.000,359.000.000,118.000.000,1.562.500,162.500.000.000
-118.010.000,34.080.000,30.000.000,2.281.000.000,522.000.000,1.969.000.000,500.000.000,3.653.100,166.300.000.000
-118.600.000,34.130.000,20.000.000,14.291.000.000,1.934.000.000,5.452.000.000,1.875.000.000,9.123.200,472.000.000.000
-118.520.000,34.200.000,19.000.000,4.315.000.000,1.304.000.000,2.490.000.000,1.222.000.000,2.643.700,195.000.000.000
-118.420.000,34.270.000,35.000.000,2.700.000.000,702.000.000,3.444.000.000,679.000.000,1.486.700,124.000.000.000
-122.080.000,37.710.000,35.000.000,2.211.000.000,350.000.000,1.004.000.000,365.000.000,5.463.900,238.600.000.000
-117.650.000,33.570.000,5.000.000,1.998.000.000,500.000.000,1.185.000.000,446.000.000,4.354.200,195.600.000.000
-120.540.000,37.680.000,18.000.000,335.000.000,76.000.000,189.000.000,67.000.000,1.227.300,87.500.000.000
-118.310.000,34.050.000,40.000.000,1.667.000.000,365.000.000,1.161.000.000,384.000.000,3.140.600,417.600.000.000
-122.420.000,37.600.000,34.000.000,3.562.000.000,565.000.000,1.542.000.000,563.000.000,5.878.300,405.100.000.000
-118.180.000,33.980.000,38.000.000,1.477.000.000,374.000.000,1.514.000.000,408.000.000,2.570.300,178.600.000.000
-121.250.000,36.320.000,12.000.000,4.776.000.000,1.082.000.000,4.601.000.000,1.066.000.000,2.918.400,100.500.000.000
-118.170.000,34.690.000,12.000.000,4.881.000.000,803.000.000,2.188.000.000,724.000.000,4.166.700,171.900.000.000
-120.330.000,39.300.000,16.000.000,868.000.000,178.000.000,44.000.000,21.000.000,3.000.000,175.000.000.000
-118.380.000,34.060.000,29.000.000,3.946.000.000,1.008.000.000,1.676.000.000,876.000.000,2.782.400,450.000.000.000
-119.780.000,36.730.000,52.000.000,1.377.000.000,319.000.000,1.280.000.000,259.000.000,1.234.400,43.300.000.000
-118.330.000,33.970.000,44.000.000,2.526.000.000,579.000.000,1.423.000.000,573.000.000,2.536.300,158.800.000.000
-118.370.000,34.060.000,36.000.000,1.661.000.000,395.000.000,690.000.000,365.000.000,3.343.800,500.001.000.000
-119.000.000,35.390.000,51.000.000,1.373.000.000,284.000.000,648.000.000,300.000.000,2.829.500,72.100.000.000
-117.950.000,33.870.000,35.000.000,1.854.000.000,383.000.000,1.115.000.000,381.000.000,4.478.400,185.200.000.000
-118.380.000,34.580.000,18.000.000,1.859.000.000,375.000.000,913.000.000,372.000.000,4.345.600,148.900.000.000
-118.290.000,34.080.000,25.000.000,2.459.000.000,823.000.000,2.635.000.000,763.000.000,2.400.000,173.900.000.000
-120.970.000,37.680.000,16.000.000,2.493.000.000,535.000.000,1.370.000.000,504.000.000,3.336.800,121.200.000.000
-122.280.000,37.870.000,52.000.000,589.000.000,132.000.000,288.000.000,131.000.000,3.515.600,200.000.000.000
-118.140.000,33.880.000,41.000.000,1.531.000.000,343.000.000,1.119.000.000,341.000.000,4.364.600,161.400.000.000
-122.060.000,37.380.000,20.000.000,4.293.000.000,1.272.000.000,2.389.000.000,1.210.000.000,4.271.900,270.800.000.000
-118.540.000,34.270.000,28.000.000,2.309.000.000,300.000.000,931.000.000,302.000.000,6.741.500,348.200.000.000
-117.880.000,33.840.000,25.000.000,1.781.000.000,349.000.000,918.000.000,378.000.000,3.928.600,262.700.000.000
-118.300.000,34.190.000,52.000.000,1.704.000.000,277.000.000,746.000.000,262.000.000,4.798.600,326.100.000.000
-117.840.000,33.800.000,35.000.000,1.490.000.000,251.000.000,629.000.000,257.000.000,4.366.100,222.100.000.000
-121.270.000,38.650.000,25.000.000,2.787.000.000,601.000.000,1.247.000.000,522.000.000,2.901.600,159.800.000.000
-117.880.000,33.870.000,21.000.000,1.519.000.000,388.000.000,1.203.000.000,366.000.000,3.208.300,145.300.000.000
-119.880.000,34.420.000,22.000.000,2.367.000.000,492.000.000,1.333.000.000,488.000.000,3.630.400,312.200.000.000
-118.480.000,34.010.000,31.000.000,1.829.000.000,458.000.000,719.000.000,392.000.000,4.400.000,353.800.000.000
-116.950.000,33.860.000,1.000.000,6.000.000,2.000.000,8.000.000,2.000.000,1.625.000,55.000.000.000
-117.670.000,33.510.000,17.000.000,2.112.000.000,480.000.000,1.893.000.000,433.000.000,4.038.800,120.400.000.000
-118.350.000,34.040.000,38.000.000,1.626.000.000,375.000.000,1.019.000.000,372.000.000,2.368.700,146.800.000.000
-124.160.000,40.800.000,52.000.000,2.167.000.000,480.000.000,908.000.000,451.000.000,1.611.100,74.700.000.000
-118.350.000,34.050.000,33.000.000,2.880.000.000,836.000.000,1.416.000.000,736.000.000,2.678.100,328.800.000.000
-119.080.000,34.350.000,24.000.000,3.663.000.000,828.000.000,2.718.000.000,778.000.000,3.275.700,186.000.000.000
-122.510.000,37.780.000,45.000.000,2.564.000.000,499.000.000,1.056.000.000,460.000.000,4.732.800,351.100.000.000
-118.360.000,34.140.000,30.000.000,1.376.000.000,317.000.000,629.000.000,320.000.000,3.682.300,295.200.000.000
-121.960.000,37.550.000,4.000.000,3.746.000.000,993.000.000,1.606.000.000,838.000.000,4.138.700,162.500.000.000
-117.190.000,32.770.000,30.000.000,2.747.000.000,640.000.000,3.185.000.000,657.000.000,3.765.000,238.000.000.000
-118.090.000,33.890.000,42.000.000,1.150.000.000,215.000.000,708.000.000,204.000.000,3.687.500,171.500.000.000
-121.760.000,36.900.000,44.000.000,919.000.000,309.000.000,1.321.000.000,301.000.000,2.077.500,121.400.000.000
-118.140.000,33.920.000,35.000.000,2.378.000.000,559.000.000,1.799.000.000,546.000.000,3.932.700,190.500.000.000
-119.060.000,34.360.000,52.000.000,1.239.000.000,320.000.000,934.000.000,298.000.000,1.861.800,183.300.000.000
-118.120.000,34.160.000,52.000.000,2.218.000.000,437.000.000,1.211.000.000,422.000.000,5.023.700,241.900.000.000
-117.800.000,34.150.000,14.000.000,7.876.000.000,1.253.000.000,3.699.000.000,1.162.000.000,5.542.300,248.700.000.000
-120.040.000,39.240.000,30.000.000,2.369.000.000,469.000.000,510.000.000,213.000.000,2.650.000,123.800.000.000
-121.470.000,38.480.000,25.000.000,2.969.000.000,551.000.000,1.745.000.000,487.000.000,2.638.200,76.200.000.000
-122.270.000,37.540.000,15.000.000,2.126.000.000,310.000.000,905.000.000,306.000.000,8.908.300,500.001.000.000
-122.020.000,37.540.000,31.000.000,1.240.000.000,264.000.000,719.000.000,236.000.000,3.535.000,210.300.000.000
-121.380.000,38.400.000,15.000.000,4.155.000.000,637.000.000,1.722.000.000,616.000.000,4.883.100,154.400.000.000
-122.040.000,37.350.000,20.000.000,2.016.000.000,313.000.000,767.000.000,310.000.000,6.837.000,383.000.000.000
-117.120.000,32.760.000,41.000.000,1.469.000.000,421.000.000,803.000.000,395.000.000,2.185.600,120.500.000.000
-117.340.000,34.180.000,7.000.000,2.914.000.000,481.000.000,1.584.000.000,499.000.000,4.631.200,124.900.000.000
-121.020.000,37.670.000,32.000.000,3.951.000.000,797.000.000,1.916.000.000,740.000.000,2.672.200,111.500.000.000
-119.060.000,34.380.000,33.000.000,1.465.000.000,262.000.000,731.000.000,266.000.000,3.946.400,230.300.000.000
-118.160.000,33.910.000,35.000.000,1.403.000.000,338.000.000,1.415.000.000,367.000.000,3.096.700,144.000.000.000
-121.920.000,37.340.000,52.000.000,2.584.000.000,491.000.000,1.087.000.000,433.000.000,4.400.000,391.300.000.000
-119.030.000,34.210.000,11.000.000,4.528.000.000,729.000.000,2.398.000.000,684.000.000,5.304.400,319.000.000.000
-121.960.000,37.340.000,37.000.000,663.000.000,127.000.000,293.000.000,132.000.000,3.781.300,247.800.000.000
-114.610.000,33.620.000,16.000.000,1.187.000.000,261.000.000,1.115.000.000,242.000.000,2.175.900,61.500.000.000
-117.270.000,33.150.000,4.000.000,23.915.000.000,4.135.000.000,10.877.000.000,3.958.000.000,4.635.700,244.900.000.000
-121.370.000,38.620.000,27.000.000,1.743.000.000,380.000.000,697.000.000,368.000.000,1.667.800,166.100.000.000
-118.180.000,33.820.000,43.000.000,2.210.000.000,469.000.000,1.042.000.000,418.000.000,3.500.000,216.700.000.000
-118.020.000,33.770.000,33.000.000,2.683.000.000,436.000.000,1.520.000.000,456.000.000,5.009.100,211.500.000.000
-120.050.000,34.470.000,21.000.000,1.241.000.000,248.000.000,746.000.000,211.000.000,3.805.600,425.000.000.000
-118.250.000,34.010.000,45.000.000,782.000.000,270.000.000,1.030.000.000,235.000.000,1.089.800,93.400.000.000
-119.540.000,38.510.000,14.000.000,1.250.000.000,272.000.000,721.000.000,234.000.000,2.350.000,95.700.000.000
-117.270.000,34.500.000,7.000.000,2.045.000.000,342.000.000,878.000.000,292.000.000,6.029.600,194.100.000.000
-121.960.000,36.990.000,23.000.000,3.209.000.000,748.000.000,1.423.000.000,666.000.000,2.737.500,238.000.000.000
-118.190.000,34.040.000,45.000.000,963.000.000,234.000.000,1.194.000.000,239.000.000,2.180.600,134.900.000.000
-121.280.000,37.950.000,49.000.000,1.200.000.000,364.000.000,1.448.000.000,318.000.000,1.109.400,52.500.000.000
-117.960.000,33.790.000,29.000.000,1.813.000.000,501.000.000,1.170.000.000,482.000.000,2.067.700,214.500.000.000
-118.440.000,34.170.000,25.000.000,4.966.000.000,1.134.000.000,1.941.000.000,958.000.000,3.808.100,286.700.000.000
-122.310.000,37.520.000,35.000.000,1.817.000.000,262.000.000,659.000.000,262.000.000,6.833.600,457.200.000.000
-117.970.000,33.920.000,24.000.000,2.017.000.000,416.000.000,900.000.000,436.000.000,3.000.000,251.400.000.000
-117.710.000,34.050.000,20.000.000,2.281.000.000,444.000.000,1.545.000.000,481.000.000,2.573.500,130.500.000.000
-118.420.000,34.020.000,26.000.000,2.664.000.000,842.000.000,1.745.000.000,789.000.000,3.426.900,301.900.000.000
-120.250.000,37.110.000,20.000.000,2.062.000.000,466.000.000,1.285.000.000,456.000.000,1.531.900,50.500.000.000
-121.350.000,38.510.000,29.000.000,2.337.000.000,391.000.000,1.054.000.000,352.000.000,4.220.600,157.700.000.000
-120.250.000,38.550.000,15.000.000,4.403.000.000,891.000.000,1.103.000.000,433.000.000,3.012.500,111.700.000.000
-118.020.000,34.020.000,21.000.000,5.992.000.000,986.000.000,2.647.000.000,969.000.000,5.240.500,302.400.000.000
-120.660.000,35.260.000,15.000.000,5.540.000.000,1.319.000.000,2.383.000.000,1.165.000.000,2.265.600,226.200.000.000
-120.660.000,40.420.000,35.000.000,1.450.000.000,325.000.000,717.000.000,297.000.000,2.507.400,66.400.000.000
-118.150.000,35.060.000,15.000.000,1.069.000.000,296.000.000,569.000.000,263.000.000,2.044.100,73.300.000.000
-122.510.000,37.780.000,47.000.000,2.496.000.000,494.000.000,1.201.000.000,454.000.000,4.035.300,342.200.000.000
-120.460.000,34.650.000,22.000.000,1.298.000.000,358.000.000,1.272.000.000,363.000.000,1.648.800,117.500.000.000
-117.930.000,33.930.000,25.000.000,2.431.000.000,534.000.000,1.702.000.000,523.000.000,3.793.300,184.400.000.000
-118.210.000,33.970.000,49.000.000,1.409.000.000,313.000.000,1.268.000.000,317.000.000,3.940.800,170.600.000.000
-120.180.000,34.620.000,25.000.000,1.337.000.000,219.000.000,671.000.000,225.000.000,3.191.200,226.400.000.000
-122.140.000,37.430.000,18.000.000,2.060.000.000,563.000.000,1.144.000.000,600.000.000,4.068.600,378.600.000.000
-123.110.000,40.600.000,23.000.000,708.000.000,202.000.000,316.000.000,136.000.000,1.160.200,65.000.000.000
-117.940.000,33.840.000,25.000.000,4.016.000.000,831.000.000,2.166.000.000,774.000.000,3.188.400,135.400.000.000
-122.750.000,38.480.000,4.000.000,6.487.000.000,1.112.000.000,2.958.000.000,1.131.000.000,4.541.700,197.400.000.000
-121.610.000,37.150.000,16.000.000,5.498.000.000,729.000.000,2.051.000.000,694.000.000,7.860.100,416.300.000.000
-122.420.000,40.600.000,5.000.000,2.614.000.000,433.000.000,1.275.000.000,411.000.000,3.446.400,122.900.000.000
-119.160.000,34.950.000,14.000.000,4.054.000.000,787.000.000,1.581.000.000,579.000.000,3.088.200,148.200.000.000
-118.630.000,34.240.000,9.000.000,4.759.000.000,924.000.000,1.884.000.000,915.000.000,4.833.300,277.200.000.000
-121.950.000,36.980.000,34.000.000,3.745.000.000,958.000.000,1.622.000.000,802.000.000,3.154.600,261.200.000.000
-117.250.000,32.790.000,43.000.000,906.000.000,240.000.000,458.000.000,205.000.000,1.836.500,328.600.000.000
-119.180.000,34.220.000,15.000.000,4.615.000.000,1.008.000.000,2.549.000.000,973.000.000,3.906.300,198.700.000.000
-117.260.000,32.820.000,34.000.000,5.846.000.000,785.000.000,1.817.000.000,747.000.000,8.496.000,500.001.000.000
-117.070.000,32.790.000,25.000.000,2.489.000.000,314.000.000,911.000.000,309.000.000,7.833.600,277.600.000.000
-116.760.000,34.230.000,10.000.000,4.374.000.000,989.000.000,1.020.000.000,376.000.000,2.607.100,89.000.000.000
-118.250.000,34.130.000,52.000.000,322.000.000,88.000.000,229.000.000,89.000.000,2.125.000,243.800.000.000
-117.280.000,34.260.000,18.000.000,3.895.000.000,689.000.000,1.086.000.000,375.000.000,3.367.200,133.600.000.000
-122.570.000,38.110.000,32.000.000,3.521.000.000,748.000.000,1.706.000.000,723.000.000,3.470.500,228.600.000.000
-122.450.000,37.790.000,52.000.000,1.457.000.000,215.000.000,495.000.000,208.000.000,10.709.700,500.001.000.000
-117.770.000,33.710.000,15.000.000,2.102.000.000,295.000.000,1.060.000.000,303.000.000,7.314.100,337.100.000.000
-119.440.000,36.610.000,17.000.000,1.531.000.000,280.000.000,775.000.000,246.000.000,3.907.300,91.600.000.000
-118.320.000,33.930.000,37.000.000,2.379.000.000,462.000.000,1.327.000.000,445.000.000,4.250.000,172.100.000.000
-118.220.000,33.790.000,28.000.000,3.008.000.000,629.000.000,2.537.000.000,596.000.000,2.300.000,137.500.000.000
-122.650.000,38.480.000,17.000.000,1.090.000.000,164.000.000,473.000.000,163.000.000,5.506.100,231.800.000.000
-121.230.000,37.960.000,44.000.000,2.204.000.000,473.000.000,1.277.000.000,435.000.000,1.553.900,59.200.000.000
-117.860.000,34.090.000,26.000.000,3.408.000.000,542.000.000,1.664.000.000,543.000.000,6.149.800,239.100.000.000
-122.060.000,37.860.000,16.000.000,5.187.000.000,1.014.000.000,1.512.000.000,986.000.000,4.455.100,252.400.000.000
-117.360.000,34.100.000,29.000.000,2.819.000.000,637.000.000,1.683.000.000,608.000.000,2.320.500,87.600.000.000
-117.300.000,34.100.000,49.000.000,60.000.000,11.000.000,76.000.000,13.000.000,2.562.500,75.000.000.000
-122.140.000,38.030.000,42.000.000,118.000.000,34.000.000,54.000.000,30.000.000,2.579.500,225.000.000.000
-121.640.000,36.800.000,18.000.000,5.915.000.000,1.000.000.000,2.975.000.000,975.000.000,4.581.200,255.200.000.000
-122.240.000,38.010.000,11.000.000,3.751.000.000,565.000.000,1.949.000.000,555.000.000,5.786.200,269.400.000.000
-116.860.000,34.310.000,19.000.000,1.649.000.000,328.000.000,382.000.000,151.000.000,4.055.600,133.000.000.000
-122.710.000,37.880.000,21.000.000,2.845.000.000,552.000.000,599.000.000,250.000.000,4.312.500,495.800.000.000
